review_url,title,body,rating,reviewer,review_date,page
https://www.mouthshut.com/review/blinkit-review-uqrutmoutop,Refund Promo instead of refund- Absolute cheating,"We have received the broken package. Instead of crediting the refund in source account, they have given the refund promo which we need to use for future purchase. It is their fault and not customers. Even handling charge they should refund. Their support executive Abhijeet was very rude. I have asked to call back but instead closed the chat. They will charge their fees again for future purchases which is absolutely unfair. Even their discount structure is also we find in rare items. In 90% product, they charge MRP. Also delivery charges, small cart charges, handling charges, surge chg are different source of their income.",1,neildeepak55,30 days ago,1
https://www.mouthshut.com/review/blinkit-review-nstttnuttop,Worst Customer Service & Replacement Experience,"I had a very disappointing experience with Blinkit. The product I received was defective, and even though I reported the issue within the eligible replacement period, my replacement request was not handled properly. Instead of resolving the issue, I was asked to contact the brand directly. Customer support kept giving repetitive responses without providing a real solution. The replacement process is confusing, and customers are left without proper assistance. After-sales service is extremely poor, especially when you receive a defective product. This approach is very concerning. Imagine if a customer receives an expired pack of butter or any other defective grocery item. Will Blinkit simply ask the customer to contact the manufacturer instead of taking responsibility for a product sold through its own platform? Customers buy from Blinkit, so they naturally expect Blinkit to handle such issues. Blinkit is great only until everything goes well. If something goes wrong with your order, dont expect reliable customer support. I cannot recommend this app because of its poor replacement policy and disappointing customer service. A frustrated customer",1,lepadh2000,"Jun 27, 2026 11:15 AM",2
https://www.mouthshut.com/review/blinkit-review-rnprnptttop,Disappointed,They judge you for last cancelled orders and don't want customer to reorder They remove the option for cas on delivery which was always easy for us to pay,1,canvassalonandspa,"Jun 26, 2026 04:42 PM",2
https://www.mouthshut.com/review/blinkit-review-lpumllsttop,Delivered expired product,Had a very bad experience i order a suncream they deliver which is already expired requested for replacement deliver the same expired product tried to contact customer care but didn't gave any option to come up with the same issue 🙃 they dont even allowed us to write our issue .. very bad experience,1,lindaelony,"Jun 26, 2026 11:52 AM",2
https://www.mouthshut.com/review/blinkit-review-nmlsurrttop,"Non friendly customer service, no trust","Blinkit has been on my radar for a while now. Tried them today for a change for veggies. Apples were rotten from inside, cauliflower was brown n stems broken, peeled small onions were the size of regular medium sized onions. When I wrote e to them with photos they just day we can do anything about it as they cannot see the issues on the photos. More important, we cannot do this over the chat, have to go n email. Swiggy does all this over the chat inside the app and mostly gives refunds, as they trust their customers.",1,21rentalagreements,"Jun 26, 2026 09:31 AM",2
https://www.mouthshut.com/review/blinkit-review-lopotpnttop,Fraud,Blinkit delivered half of my ordered product and not even refunded my money back . This is very unjust and a case of fraudulent racket going on by the delivery guy and the company. Eating up customers product and money both . I highly request everyone to stay alert and not order from blinkit anymore . Thier system has become corrupt.,1,mehtapurvia,"Jun 23, 2026 08:58 AM",2
https://www.mouthshut.com/review/blinkit-review-qposmsustop,Item not return,I ordered raaga tan removal its cost 430/- its showing big box but I got 30 starches of box so I called customer care and discuss particular issues they said they trying solve the issue but unfortunately it was not returned in Blinkit app whenever we want to return the item they dont except return our ordered its very unfair and cheating the customers no one use the Blinkit app,1,angellucky141,"Jun 20, 2026 05:15 PM",2
https://www.mouthshut.com/review/blinkit-review-nurorpsstop,Worst customer support,"If you have any items missing or damaged, then forget about getting a replacement or refund..The customer support will just waste your time and ask you to come back tomorrow and keep doing this till the complaint window closes..They will just harass and make it impossible to get a resolution..We should stop buying from these platforms so that they run out of business..!!",1,baruajahnabi35,"Jun 18, 2026 05:55 PM",2
https://www.mouthshut.com/review/blinkit-review-rntrpoqstop,Think twice before ordering again.,"Very disappointing experience. The product quality was far below expectations, and the size was much smaller than what was shown in the description. What is even more disappointing is the lack of a satisfactory resolution from customer support. I raised a genuine concern, but instead of receiving meaningful assistance, I was given a generic response. This has significantly reduced my confidence in the service and the accuracy of the product listings. I expected better quality, transparency, and customer support. Based on this experience, I am highly dissatisfied and would think twice before ordering again.",1,ravistackint,"Jun 18, 2026 10:13 AM",2
https://www.mouthshut.com/review/blinkit-review-uouponqstop,Very disappointing experience with Blinkit.,"I ordered rice through Blinkit and received a product that was of poor quality. After raising a complaint, Blinkit approved the return and refund request and arranged for the product to be picked up. The item was collected successfully. However, after the pickup was completed, the experience became frustrating. It was extremely difficult to get clear updates regarding the refund and return status. The available support options were limited, and I felt that there was no effective way to reach the company for a proper resolution. As a customer, I expect a company to provide transparent communication and reliable support, especially after collecting a returned product. Instead, I was left uncertain about the status of my refund and had to spend additional time following up on the issue. Based on my experience, Blinkit's post-return customer support and grievance handling process need significant improvement. Customers should not have to struggle to get updates after a return pickup has been completed. I hope Blinkit addresses these issues and improves its customer service standards.",1,shantnilange,"Jun 18, 2026 08:04 AM",2
https://www.mouthshut.com/review/blinkit-review-rmtquuostop,Complaint Regarding False Delivery Status and Unpr,"Dear Blinkit Team, I am writing to report that my order is showing as ""Delivered"" in the app, but I have not received the parcel. I contacted customer support within approximately 2 hours of the delivery status being updated. However, I was informed that complaints can only be registered after 24 hours. This is unreasonable, as customers should be able to report non-delivery immediately. Moreover, the customer care representative was rude, unhelpful, and behaved unprofessionally during the conversation. I request that Blinkit urgently investigate the missing order, verify the delivery details, and provide a resolution at the earliest. I also request that my complaint regarding the conduct of the customer service representative be formally recorded.",1,narenpandey,"Jun 17, 2026 01:04 PM",2
https://www.mouthshut.com/review/blinkit-review-uuspqumstop,I havent get my refund,"I placed a Blinkit order worth around ₹4, 000, which was cancelled due to an incorrect delivery location. Instead of refunding the amount, Blinkit issued a promo code and then deactivated my account, preventing me from using it. After 8 days, I created a new account and contacted customer support multiple times, but no resolution was provided. The promo code has now expired, my original account remains inactive, and I have neither received a refund nor been given any way to access or use the credited amount despite repeated follow-ups with the support team.",1,mushkan86503,"Jun 15, 2026 10:14 PM",2
https://www.mouthshut.com/review/blinkit-review-nlsmutmstop,Product quantity,"Blinkit is engaging in unfair practices by delivering incorrect items to its customers, many of whom are completely unaware of the discrepancy, I have ordered 100g sensora toothpaste but received 75g toothpaste and contacted customer support but without any resolution they closed chat",1,utambali,"Jun 15, 2026 09:37 PM",2
https://www.mouthshut.com/review/blinkit-review-tttpplurtop,Didn't ge my refund,Very poor service and after that no replacement/ refund was provided it's been 3-4 business days already. The damaged product was already pick up from my place. Highly disappointed in blinkit now I'm wondering if I should order again from here or not .,1,riyasidhi2002,"Jun 13, 2026 12:47 PM",2
https://www.mouthshut.com/review/blinkit-review-mtspoqtqtop,Worst blinkit product,"God sake don't buy any product from blinkit poor quality product they provide, please shutdown blinkit",1,rajuvenkatesh40,"Jun 07, 2026 04:24 PM",2
https://www.mouthshut.com/review/blinkit-review-lulttmpqtop,Money not refunded rather they make my money promr,"Very disappointed with Blinkit. The item I received was damaged, but instead of giving a proper refund, they only said they would provide a promo code  which I never even received. This is unfair customer service. Why should customers buy from Blinkit if damaged products are not refunded properly? Kindly improve your service and support system.",1,karritu2020,"Jun 03, 2026 11:16 PM",2
https://www.mouthshut.com/review/blinkit-review-qrnqtluptop,Fast delivery,"Blinkit is super convenient, fast, and reliable. Great for groceries and daily essentials delivered quickly.",4,ajijurrr550,"Jun 01, 2026 11:00 AM",2
https://www.mouthshut.com/review/blinkit-review-rrlrtutptop,Bad customer support,"After buying the exhaust fan for my bathroom in Dehradun, I realised the mistake of one size smaller than required. On requesting for return to enable me to buy a bigger exhaust fan, customer care person flatly refused.",1,Bh412629,"Jun 01, 2026 09:59 AM",2
https://www.mouthshut.com/review/blinkit-review-mqnqlpsptop,Worst experience ever,ORD83857690653 ordered it showed 20(3:26pm) minutes waited for more than 25 min delivery boy says tyre blasted getting new tyre once it's done he will cooly delivery in the app I don't have any option to grieve this worst experience I am uninstalling this app immediately am writing this review still waiting for my order(4:05pm) it's now 417pm still no sign of him I think in between he is delivering zepto or Swiggy orders successfully completed one hour now the delivery boy is not even answering,1,mupallamanoj24,"May 30, 2026 08:20 PM",2
https://www.mouthshut.com/review/blinkit-review-trpultoptop,Poor Refund Policy and Lack of Customer Care Suppo,"I had a terrible experience with Blinkit when I purchased what I thought was a universal adapter - but it turned out to be one that can only be used in India. I tried to return the item which is no use to me as a traveller and was asked to furnish a photograph. So I naturally had to open the packaging to take a picture. I was told by the service representative Shreya that it could no longer be returned. This shows a poor understanding or care of the customer's problems. Blinkit, I am not using your platform anymore. Poor show.",1,ushvar123,"May 28, 2026 11:25 AM",2
https://www.mouthshut.com/review/blinkit-review-qupttptotop,My product is lick,"Blankets have such poor service. Blankets have the worst service. If we order an item and it arrives damaged, they don't return it. Secondly, they don't replace it, and we're even willing to pay extra, but still they don't return it. Why is this so wasteful? Why is our product worthless?",1,anoopraj10620,"May 26, 2026 09:45 AM",2
https://www.mouthshut.com/review/blinkit-review-rtqqnupotop,Worst service from Blinkit,"I ordered a watergun which was not in working condition, if I try to replace the order they don't have stock if I suggest to refund they don't have proper procedure instead they ask us to enter some number in phone pe and asking to continue by clicking pay button which seems to like frud, the refund service will not work like other shopping website, instead blink it person ask us to enter pincode from our phone pe account to redeem our money which we can not trust, worst experience",1,prarthanalokeshkp,"May 23, 2026 07:59 PM",3
https://www.mouthshut.com/review/blinkit-review-ltsslrootop,Worst experience with blink it-water bubble gun,"I received a product which was not in working condition, and there was no proper Customer support assist, they tell us to upload photos of product and reject it saying no clarity photo uploaded and end the conversation, there is no customer service number just we have option to chat which is of no",1,pruprackm1993,"May 22, 2026 07:43 PM",3
https://www.mouthshut.com/review/blinkit-review-psmqsslotop,Stealing money from customers,"Absolutely terrible service. Blinkit has been holding onto my refund of ₹349 for over 4 months now. I have repeatedly contacted their customer support, but they do absolutely nothing to resolve the issue. They just give automated replies and ignore the problem. Highly unprofessional. Do not trust them with your money!",1,SujiBALAJI910,"May 21, 2026 03:09 PM",3
https://www.mouthshut.com/review/blinkit-review-rlonlmsntop,No accountability of Blinkit,"I recently bought a 45-watt charger from Blinkit, of the APFEN brand. It is faulty and has no manufacturer's address. The phone number provided by Blinkit is not operational. Nobody responds to the APFEN customer care email provided by Blinkit. Blinkit is not accepting the product back. How is this all possible?",1,anilsarwal,"May 20, 2026 06:28 AM",3
https://www.mouthshut.com/review/blinkit-review-pouomlqntop,Worst experience,"""If delivery is not possible at an address, the app should not allow the order to be placed in the first place. The delivery partner refused to deliver the order, and customer service canceled it, but I was still charged a cancellation fee. Why should the customer pay when Blinkit is the one canceling the order?""",1,unnatibtcs16,"May 19, 2026 07:55 AM",3
https://www.mouthshut.com/review/blinkit-review-lrrrsopntop,FRAUDS,"I did receive 2 damage items, few items were missing and later missed items they delivered to me also a promo code for 1 damage item was given and for the second damage item they are not giving me the promo code and making excuses, every day we order from blinkit and this is what they are doing with a customer who orders with them on regular basis",1,mehmoodinabila,"May 18, 2026 05:41 PM",3
https://www.mouthshut.com/review/blinkit-review-nltoltnntop,Poor quality of vegetables and fruits,"Whenever I ordered vegetables and fruits(fresh items) from blink it, Blinkit selects worst quality of fruits and vegetables. It appears that customer satisfaction is not their motive only gaining business is motive. But without customer satisfaction nothing is achieved. I recommend not order fresh items such as fruits and vegetables from Blinkit.",1,nsharma894,"May 17, 2026 10:09 PM",3
https://www.mouthshut.com/review/blinkit-review-nompmrnntop,Increasing Rate day by day,I am regular customer ordering regularly... but when I see my same ordering items rates increase day by day... worst experience. i stopped ordering.,1,caitanf,"May 17, 2026 07:36 PM",3
https://www.mouthshut.com/review/blinkit-review-rotulsmntop,Skip to deliver some items or reduce the qty.,I have been ordering from Blinkit for quite some time..what I observed is that they either skip an item or reduce the quantity of a particular product for what was actually ordered.. initially I thought its a human error but it happened many times.. initially I used to pay them online but I stopped after a bitter experience where had ordered a packet of onion along with many other items but onion was skipped while delivering.. after continous complaints and finally a prolonged refund I stopped buying from blinkit Then I started their service again by paying cash instead of paying online.. in this way I could send their product back.. but again it happened thrice.. for eg if ordered for 6 bananas they will only deliver 4.. then when I ordered 3 pkts of 240 gms wickedgud noodles I recieve only 2 pkts of 240 gas and 3rd one i recieve lesser quantity..this seems their habit guess..they think customer will not check and will pay accordingly.. seems blinkit has the habit of cheating their customers.. when I complaint they tell me to cancel the order.. Worst website.. beware guys N yes their customer service is worst instead of giving solution or accepting their mistake they will cancel the order,1,priman22,"May 16, 2026 08:50 PM",3
https://www.mouthshut.com/review/blinkit-review-pmtomqlntop,On 16th today delivering Milk date expiry 15th,This is really nosence expiry date milk is being given to customers .today is 16th May. Expiry date is 15th May 26.,1,shahp41,"May 16, 2026 08:41 AM",3
https://www.mouthshut.com/review/blinkit-review-pqpmltumtop,Order cancelled but not received any refund yet,"I have a request for everyone: please do not place any orders on Blinkit from now on. Blinkit is a complete fraud that totally deceives its customers. On Friday, I ordered a feeding bottle for my daughter, along with some milkshakes and other items, as we were planning to travel to our hometown. Even though I had entered the location details correctly, the delivery rider told me, ""Madam, your location is incorrect; you will have to pay me extra money for me to deliver the items to your address.""Despite requesting a rider multiple times over a considerable period, they failed to deliver my order. Since we were getting late, I decided to cancel the order. However, even after waiting 24 hours following the cancellation, I still did not receive my refund. Consequently, I attempted to contact Customer Care, but I was unable to get through to them by phone. I then reached out via email, and in response to my message, I received a reply stating that...They replied to me that if you cancel the order yourself, we can't do anything, we don't see your order in our order history anymore, so we can't give you a refund and they were continuously sending me auto-generated mails. I requested them a lot, but they didn't give me any refund. It's a total Blinket fraud. My request to everyone is that everyone should order from Amazon, Insta Mart and Zap to other apps.",1,pranalighevade9560,"May 15, 2026 05:03 PM",3
https://www.mouthshut.com/review/blinkit-review-nsrqqmsmtop,Horrible Experience for just 199 product,Blinkit has its wrong policies or their customer care id not well trained. I had a word with Mumerr (CCE) who refused for any resolution and refused for refund. Also refused for the mistake they had done . So Blinkit will soon be gone with the wind like other start up brands. Its customers market today not sellers . The early they understand the better for them or a small customer care executive like Mumeer will finish the business.,1,tomatinapreschool,"May 15, 2026 11:31 AM",3
https://www.mouthshut.com/review/blinkit-review-mlstpormtop,Waste services,I really don't like this appi order something itt came something I didn't expect this from you guys in picture the product is showing big this is how it came,1,agym169,"May 14, 2026 06:44 PM",3
https://www.mouthshut.com/review/blinkit-review-tntouqpmtop,Persistent Missing Items - Disappointing cust care,"I have been a regular customer of Blinkit with monthly orders in the range of 10-15K INR. Observed in last few orders that some items were missing. On following up customer care Bot is of no help and there is no human interface to support. For my recent order ORD66889450768, there was an item missing and system asked to send mail to info@blinkit.com Following response template received on 3 emails sent ""We apologize for the inconvenience caused. Weve reviewed your concern thoroughly based on the available records, and unfortunately, we were unable to find any discrepancy. As a result, were unable to provide a resolution for this issue."" Even asked to call back but no one bothered. Summary - clear indication that they are deliberately excluding some items if it is bulk order. Folks, your top line will not improve with such unethical practices. Very disappointing. You can track from Order ID and hope there is basic courtesy to send missing item/s / call to discuss. Shame Blinkit",1,vishalnarang79,"May 13, 2026 08:21 PM",3
https://www.mouthshut.com/review/blinkit-review-mrprqqnmtop,Blinkit is a Fraud Company - Delivering Rotten Foo,"I had the worst experience with Blinkit. They are looting customers by showing fresh products on the app but delivering garbage. I faced two major issues back-to-back: Electronics Fraud: Ordered boAt Airdopes ( Order ID: 2069473726) which were defective. Blinkit refused replacement despite their 7-day policy. Rotten Food: Today I received rotten flat beans ( Order ID: 14344384465) that were completely decayed and unhygienic. Their customer support is useless and only gives automated replies. I have already filed a formal complaint with the National Consumer Helpline ( Grievance No: 9294204) . Please do not waste your money on Blinkit. Switch to Zepto or Instamart for better quality and service. Beware of this scam! """,1,kishankuamrnayak,"May 13, 2026 12:39 AM",3
https://www.mouthshut.com/review/blinkit-review-nlsqlmlmtop,Blinket review,"The worst service from Blinkit so far, especially from the branch near Maligaon, Guwahati, Assam. The delivery agents are poor, and the executives are highly unprofessional in assisting customers. They are unable to provide proper solutions and even fail to connect with the delivery agents after complaints are raised. My order was rescheduled twice, and later the executive informed me that the products were unavailable. This kind of service is extremely disappointing and unacceptable.",1,kuldeepmajumdar31,"May 11, 2026 10:24 PM",3
https://www.mouthshut.com/review/blinkit-review-putpltultop,Fraudulent service and defective product delivered,"I ordered boAt Airdopes 131 (Order #ORD81223247301) from Blinkit, and they delivered a defective product with a loose case/clip. When I contacted their support, they gave me automated ""final decision"" replies and refused to help, shamelessly asking me to contact the brand for a defect they delivered. This is a clear violation of consumer rights. I have already filed a formal grievance with the National Consumer Helpline (NCH #9287891). Beware of Blinkit's electronic items; they sell junk and provide zero support. I want my refund immediately!",1,nayakkisan1,"May 11, 2026 05:22 PM",3
https://www.mouthshut.com/review/blinkit-review-pqquumsltop,Electronic,I have purchase Samsung USB cable but it have cut and not doing fast charging....so please can't be buy any electronic item from blinkit...it is requested to all member who is used blinkit,1,ajayniet05,"May 10, 2026 12:03 PM",3
https://www.mouthshut.com/review/blinkit-review-qlqopurltop,Delivering expired products and playing with lives,"Blinkit is delivering expired products and playing with our life and health . Worst is that they deny refund for such products and offer promo codes, so that you are bound to use blinkit even when you wish to discontinue using it post such bad experience. Why would I accept promo codes i return of my hard earned money because they delivered rotten and expired product. That too when I told them that my little kid ate opened one of the chocolates and consumed it. They are not bothered at all. Guys please be safe and avoid ordering from BLINKIT.",1,docrenubadhan,"May 10, 2026 08:52 AM",3
https://www.mouthshut.com/review/blinkit-review-qoooqsrltop,Missing item,On mother's day orderd 2 dairy milk chocolate and 1 bouquet with should be consisting of 3 rose but when I recieved the order I got 2 dairy milk chocolate and only 1 rose then I tried to talk with blinkit help center they said there a no more item piece got over but still there are 2 piece left blinkit is not ready to replace my order and that's how they spoiled my anc mother's whole day thankyou blinkit,1,lamanianjali12,"May 10, 2026 12:33 AM",3
https://www.mouthshut.com/review/blinkit-review-rslrssqusop,Worst customer service and bad company policy,"I bought the product Faucet splash extender, which doesn't fit to my kitchen tap. I raised a complaint to replace with right fit product or refund the my money Rs 354, but customer service executive Shaheena refused to do the justice, she was bound to company policy, i certainly object company policy, which doesn't support customers and add values. Overall, Blinkit have whole system to make money, rather than adding values and increase customer base. I give single star for Blinkit as a company. Looser Blinkit",1,manjupm05,"May 04, 2026 06:42 PM",4
https://www.mouthshut.com/review/blinkit-review-uuusmsousop,Foul smelling product,"They send me a foul smelling product No matter what product you buy, the next time around, these people increase the price",1,sameerpalsabia612,"May 03, 2026 03:03 PM",4
https://www.mouthshut.com/review/blinkit-review-rrrupsmusop,3 rd class app,Sent the defective piece and denying to exchange it. Ordered one iron box send defecting piece and denying to return I paid 1200 and uta waste of money and time and give is useless answer stating contact the brand,1,sushmithapatel09,"May 01, 2026 05:16 PM",4
https://www.mouthshut.com/review/blinkit-review-mmqslmstsop,Very bad customer service,They don't even take you products return once it's delivered and if we ask for return or replacement they ask to contact the brand. What the brand can do here? They have to fix it. The product was expensive and it was not performing well but they are not taking it return. What a loss. Be aware of this scam company.,1,simranpaul5600,"Apr 28, 2026 09:42 PM",4
https://www.mouthshut.com/review/blinkit-review-slmrpqotsop,"Ordered organic but got rotten,smelling bad.","I doubt Blinkit keeps organic fruits & vegetables. I ordered organic beetroot, amla-& crop potatoes all spoiled, old, rotten with holes.I recieved. They got me second time in exchange- it was worst- smelly smashed rotten potatoes, beetroot -old, rotten, all watery, the bag was completely torn. So, do not trust blinkit keeps organic fruits & vegetables.They keep non-organic vegetable & fruits, just brand as organic & charge more money..They refunded. I ordered Elli 18, Rose lipstick, I tasted on my skin- i got bad burning sensation may be old product with new validity sticker. They did not exchange nor refund & told me to talk to Elle18 customer service. I did not take the order from Elle 18 company , i took from blinkit-its their job to get me the exchange or refund.",1,Reetu466,"Apr 27, 2026 08:48 PM",4
https://www.mouthshut.com/review/blinkit-review-tpsonqotsop,Costly price,"Blinkit Sell at high price so better option is big basket.very huge price keep by blinkit, so avoid to buy through blinkit better to go with big basket with genuine price",1,vchoudhari8,"Apr 27, 2026 08:42 PM",4
https://www.mouthshut.com/review/blinkit-review-mqqqosmtsop,Extra charges for a maggi and a coldrink.,These idiots looters charged me Rs.116 for a bill of Rs.55. Delete this app. This app should be permanently closed,1,abhishekjoshi0021,"Apr 26, 2026 09:52 PM",4
https://www.mouthshut.com/review/blinkit-review-nuomtqltsop,Total lifesaver for late night groceries,"I was honestly surprised to see Blinkit start services in Mirzapur recently.being someone who often forgets to stock up daily essentials, this app has been a saviour for those late night kitchen needs or last minute cravings. I have placed a few orders now and delivery time is impressive usually reaching my door in 12-15minutes which is great for our city. The vegetables and items I ordered were fresh and the packaging was solid. It is so much more convenient than rushing to the local market in the UP heat. My only small complaint that some products have comparatively high price than market or other plateforms and everytime I need to place at least 149rs to avoid delivery charges if any person has ordered more than 1000rs then delivery charges shud be ffree for him lifetime. This is a must have app for everyone in any city.",5,rishash80,"Apr 25, 2026 03:29 PM",4
https://www.mouthshut.com/review/blinkit-review-lpmuroossop,Duplicate artificial eggs supplied,I purchased eggs on 19th april and all are artificial eggs. I still have those unutilised eggs and thinking to complain this at designated authority Ashutosh 993107xxxx,1,kumarashutosh2001,"Apr 21, 2026 05:24 PM",4
https://www.mouthshut.com/review/blinkit-review-mmnnmslssop,Cordless phone Beetel X73N,I purchased the cordless phone as per subject and has been not working for last 4 to 5 days. I had called and emailed Beetel customer care and they told to do some thing on menu of phone but the call was not going from the cordless phone ... So the guy told try again with another number...I tried with another number but the same was the result.He suggestion was to get it replaced or refund from Blinkit.I called up customer care in blinkit and after all parafernelia they told they need a video of showing all parameters with cordless phone with display no and phone not going ... Come on.... you need to b replaced or refunded..we don't have time for all these.. Y we buy from online for fast delivery to use ..but if the product is not checked by Blinkit which they have to do...which they have not done ...these electronic products should not be bought online is the lesson learnt from this.Custoners should never choose online platform like this for purchase of electronic items.. thank u,1,menonsuresh2000,"Apr 20, 2026 11:43 AM",4
